election,active_date,status,active_reason,committee_id
2008 General Election,07/17/2008,Active,Statement of Organization,12510
2008 Primary Election,10/26/2007,Active,Statement of Organization,12510
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,3
2016 General Election,04/25/2016,Active,Contribution to Active Candidate or Measure Committee,3
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,3
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,3
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,3
2012 General Election,07/24/2012,Active,Contribution to Active Candidate or Measure Committee,3
2012 Primary Election,02/21/2012,Active,System Generated / Primary or General Election,3
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,3
2010 Primary Election,02/25/2010,Active,Contribution to Active Candidate or Measure Committee,3
2010 Statewide Special Election,11/10/2009,Active,Statement of Organization,3
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,3
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,3
2006 General Election,,Inactive,,3
2006 Primary Election,,Inactive,,3
2004 General Election,,Inactive,,3
2004 Primary Election,,Inactive,,3
2002 General Election,,Inactive,,3
2002 Primary Election,,Inactive,,3
2000 General Election,,Inactive,,3
2000 Primary Election,,Inactive,,3
1998 General Election,,Inactive,,3
1998 Biennial Primary Election,,Inactive,,3
1996 General Election,,Inactive,,3
1996 Primary Election,,Inactive,,3
1994 General Election,,Inactive,,3
1994 Primary,,Inactive,,3
1992 General Election,,Inactive,,3
1992 Primary Election,,Inactive,,3
1990 General Election,,Inactive,,3
2020 Primary Election,12/06/2017,Active,Contribution to Active Candidate or Measure Committee,4
2018 Primary Election,10/12/2016,Active,Contribution to Active Candidate or Measure Committee,4
2016 General Election,10/02/2015,Active,Contribution to Active Candidate or Measure Committee,4
2016 Primary Election,01/07/2015,Active,Contribution to Active Candidate or Measure Committee,4
2014 General Election,06/05/2014,Active,Contribution to Active Candidate or Measure Committee,4
2014 Primary Election,08/14/2013,Active,Contribution to Active Candidate or Measure Committee,4
2012 General Election,07/23/2012,Active,Contribution to Active Candidate or Measure Committee,4
2012 Primary Election,12/06/2010,Active,Contribution to Active Candidate or Measure Committee,4
2010 General Election,06/28/2010,Active,Contribution to Active Candidate or Measure Committee,4
2010 Primary Election,01/07/2009,Active,Contribution to Active Candidate or Measure Committee,4
2010 Statewide Special Election,01/14/2010,Active,Statement of Organization,4
2008 General Election,05/14/2008,Active,Contribution to Active Candidate or Measure Committee,4
2008 Primary Election,11/01/2007,Active,Contribution to Active Candidate or Measure Committee,4
2006 General Election,,Inactive,,4
2006 Primary Election,,Inactive,,4
2004 General Election,,Inactive,,4
2004 Primary Election,,Inactive,,4
2002 General Election,,Inactive,,4
2002 Primary Election,,Inactive,,4
2000 General Election,,Inactive,,4
2000 Primary Election,,Inactive,,4
1998 General Election,,Inactive,,4
1998 Biennial Primary Election,,Inactive,,4
1996 General Election,,Inactive,,4
1996 Primary Election,,Inactive,,4
1994 General Election,,Inactive,,4
1994 Primary,,Inactive,,4
1992 General Election,,Inactive,,4
1992 Primary Election,,Inactive,,4
1990 General Election,,Inactive,,4
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,12878
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,12878
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,12878
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,12878
2014 Primary Election,02/24/2014,Active,System Generated / Primary or General Election,12878
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,12878
2012 Primary Election,,Inactive,User Requested Inactivation,12878
2010 General Election,,Inactive,User Requested Inactivation,12878
2010 Primary Election,02/19/2009,Active,System Generated / Primary or General Election,12878
2010 Statewide Special Election,01/14/2010,Active,In-Kind or Independent Expenditure,12878
2008 General Election,06/30/2008,Active,Statement of Organization,12878
2008 Primary Election,03/06/2008,Active,Statement of Organization,12878
2018 General Election,01/25/2018,Active,Contribution to Active Candidate or Measure Committee,4797
2018 Primary Election,01/25/2018,Active,Contribution to Active Candidate or Measure Committee,4797
2017 May Election,03/24/2017,Active,Contribution to Active Candidate or Measure Committee,4797
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4797
2016 Primary Election,02/03/2016,Active,System Generated / Primary or General Election,4797
2015 May Election,04/22/2015,Active,Contribution to Active Candidate or Measure Committee,4797
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,4797
2014 Primary Election,10/18/2013,Active,Contribution to Active Candidate or Measure Committee,4797
2013 November Election,10/18/2013,Active,Contribution to Active Candidate or Measure Committee,4797
2013 May Election,04/25/2013,Active,Contribution to Active Candidate or Measure Committee,4797
2012 General Election,03/20/2012,Active,Contribution to Active Candidate or Measure Committee,4797
2012 Primary Election,07/01/2011,Active,System Generated / Primary or General Election,4797
2010 General Election,08/13/2010,Active,System Generated / Primary or General Election,4797
2010 Primary Election,03/05/2010,Active,System Generated / Primary or General Election,4797
2010 Statewide Special Election,10/19/2009,Active,Statement of Organization,4797
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,4797
2008 Primary Election,03/08/2008,Active,System Generated / Primary or General Election,4797
2006 General Election,,Inactive,,4797
2006 Primary Election,,Inactive,,4797
2004 General Election,,Inactive,,4797
2004 Primary Election,,Inactive,,4797
2018 Primary Election,09/12/2017,Active,Contribution to Active Candidate or Measure Committee,5203
2016 General Election,10/06/2015,Active,Contribution to Active Candidate or Measure Committee,5203
2016 Primary Election,12/11/2015,Active,Contribution to Active Candidate or Measure Committee,5203
2014 General Election,08/04/2014,Active,System Generated / Primary or General Election,5203
2014 Primary Election,08/13/2013,Active,Contribution to Active Candidate or Measure Committee,5203
2012 General Election,08/24/2012,Active,System Generated / Primary or General Election,5203
2012 Primary Election,11/03/2011,Active,Contribution to Active Candidate or Measure Committee,5203
2010 General Election,05/26/2010,Active,Contribution to Active Candidate or Measure Committee,5203
2010 Primary Election,01/09/2009,Active,Contribution to Active Candidate or Measure Committee,5203
2008 General Election,08/05/2008,Active,System Generated / Primary or General Election,5203
2008 Primary Election,11/29/2007,Active,Contribution to Active Candidate or Measure Committee,5203
2006 General Election,,Inactive,,5203
2006 Primary Election,,Inactive,,5203
2018 Primary Election,02/21/2018,Active,System Generated / Primary or General Election,3094
2016 General Election,07/08/2016,Active,Contribution to Active Candidate or Measure Committee,3094
2016 Primary Election,09/20/2014,Active,Contribution to Active Candidate or Measure Committee,3094
2014 General Election,06/19/2014,Active,Contribution to Active Candidate or Measure Committee,3094
2014 Primary Election,08/26/2013,Active,Contribution to Active Candidate or Measure Committee,3094
2012 General Election,08/28/2012,Active,Contribution to Active Candidate or Measure Committee,3094
2012 Primary Election,11/17/2011,Active,Contribution to Active Candidate or Measure Committee,3094
2010 General Election,06/01/2010,Active,Contribution to Active Candidate or Measure Committee,3094
2010 Primary Election,09/29/2008,Active,Contribution to Active Candidate or Measure Committee,3094
2009 May Election,04/30/2009,Active,Contribution to Active Candidate or Measure Committee,3094
2008 General Election,05/27/2008,Active,Contribution to Active Candidate or Measure Committee,3094
2008 Primary Election,01/23/2008,Active,Contribution to Active Candidate or Measure Committee,3094
2006 General Election,,Inactive,,3094
2006 Primary Election,,Inactive,,3094
2004 General Election,,Inactive,,3094
2004 Primary Election,,Inactive,,3094
2002 General Election,,Inactive,,3094
2002 Primary Election,,Inactive,,3094
2000 General Election,,Inactive,,3094
2000 Primary Election,,Inactive,,3094
1998 General Election,,Inactive,,3094
1998 Biennial Primary Election,,Inactive,,3094
2018 Primary Election,11/30/2017,Active,Contribution to Active Candidate or Measure Committee,4016
2016 General Election,08/08/2016,Active,System Generated / Primary or General Election,4016
2016 Primary Election,10/22/2015,Active,Contribution to Active Candidate or Measure Committee,4016
2014 General Election,05/22/2014,Active,Contribution to Active Candidate or Measure Committee,4016
2014 Primary Election,01/06/2013,Active,Contribution to Active Candidate or Measure Committee,4016
2012 General Election,07/23/2012,Active,Contribution to Active Candidate or Measure Committee,4016
2012 Primary Election,07/21/2011,Active,Contribution to Active Candidate or Measure Committee,4016
2010 General Election,07/16/2010,Active,Contribution to Active Candidate or Measure Committee,4016
2010 Primary Election,10/16/2009,Active,Contribution to Active Candidate or Measure Committee,4016
2008 General Election,06/06/2008,Active,Contribution to Active Candidate or Measure Committee,4016
2008 Primary Election,11/28/2007,Active,Contribution to Active Candidate or Measure Committee,4016
2006 General Election,,Inactive,,4016
